host,process,step_number,step_dates,step_title,step_description
https://torroella-estartit-decidim.ddgi.cat,pressupostosparticipatius20202021,4,01-11-2020 - 30-11-2020,,"La votació dels projectes d'inversió serà entre l'1 de novembre i el 30 de novembre. Durant aquest mes podran votar totes les persones majors de 16 anys empadronades al municipi.La votació es realitza a través de la votació digital de la plataforma del decidim o bé, presencialment, mitjançant una butlleta disponible en paper, perquè les persones sense accés a Internet també pugui participar. La butlleta contindrà la següent informació: Nom de la persona, DNI, relació de les propostes a votar.Cada ciutadà, disposa de 3 vots que podrà distribuir en qualsevol proposta (ja sigui de l’àmbit territorial de Torroella de Montgrí com de l’Estartit).La butlleta es podrà presentar almenys a l’OAC de Torroella i a l’EMD de l’Estartit, tot i que s'habilitaran punts de votació itinerants o a equipaments municipals.El govern municipal es compromet a executar els projectes guanyadors d’acord a la partida d’inversions del pressupost participatiu del 2021.S’executarà la proposta que hagi tingut major puntuació i les que es puguin econòmicament, seguint l’ordre de puntuació, fins a assolir l’import previst dels pressupostos participatius. La resta quedaran excloses del pressupost."
https://torroella-estartit-decidim.ddgi.cat,pressupostosparticipatius20202021,5,01-12-2020 - 31-12-2021,,"L’Ajuntament de Torroella de Montgrí es compromet a executar les propostes seleccionades de la votació final al llarg del 2021. En cas de demora en l’execució dels projectes, s’informarà a la ciutadania. A la plana web de l’Ajuntament i al Decidim es farà el seguiment dels projectes i s'actualitzarà la informació del seu estat. La Comissió de Seguiment serà l’encarregada de fer el seguiment i control de l’execució de tots els projectes que s’hagin votat."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,1,15-05-2020 - 30-09-2020,DISSENY DEL PROCÉS,La planificació i disseny del procés és una fase interna on es concreta el calendari i s'estableix l'organització dels diferents departaments implicats en el procés.
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,2,01-10-2020 - 31-10-2020,RECOLLIDA DE PROPOSTES,"La recollida de propostes es pot fer presencialment a l’OAC (Oficina d’Atenció Ciutadana) de l’Ajuntament o bé telemàticament, a través d'aquesta plataforma. Les propostes han de reunir uns requisits mínims, que trobareu detallats a la descripció del procés i al díptic que s'ha fet arribar a tots els domicilis. També s'inclouen altres informacions, com qui pot presentar propostes, com es valoraran i com es faran les votacions posteriors."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,3,01-11-2020 - 15-11-2020,VALORACIÓ SEGONS CRITERIS,"Les propostes han de reunir uns requisits mínims, que trobareu detallats a la descripció del procés i al díptic que s'ha fet arribar a tots els domicilis. També s'inclouen altres informacions, com qui pot presentar propostes, com es valoraran i com es faran les votacions posteriors."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,4,15-11-2020 - 30-11-2020,DELIBERACIÓ,"Espai de debat sobre les porpostes rebudes una vegada ja han passat el primer filtre (valoració tècnica i econòmica). Es portaran a terme sessions de treball per tal de defensar, debatre i prioritzar les propostes que compleixin els criteris marcats."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,5,01-12-2020 - 15-12-2020,RECOLLIDA DE SUPORTS,"Un cop feta la valoració tècnica, tots els projectes viables podran rebre suports dels veïns i les veïnes durant aquesta fase establint, així, una priorització  a l'hora de decidir les propostes finalistes que es sotmetran a votació."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,6,15-12-2020 - 23-04-2021,VALORACIÓ TÈCNICA I ECONÒMICA DE LES PROPOSTES,"Aquells projectes que hagin rebut més suports passaran a la fase de valoració tècnica i econòmica. Durant aquest fase es treballaran més a fons els projectes, a través de sessions de treball amb els promotors de les propostes i el personal municipal."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,7,01-05-2021 - 15-05-2021,PRESENTACIÓ DE PROPOSTES,En aquesta fase es presentaran públicament les propostes finalistes que es sotmetran a votació.
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,8,15-05-2021 - 15-06-2021,VOTACIÓ,"A la fase de votació, els veïns i veïnes de Vacarisses podran votar les propostes que més desitgin portar a terme. Podran votar totes les persones majors de 14 anys empadronades al municipi i podran votar tots aquells projectes fins a esgotar el pressupost de 60.000€.La votació es farà de forma presencial i on-line."
https://decidim-vacarisses.diba.cat,pressupostos-participatius-20-21,9,01-07-2021 - 31-07-2021,"PUBLICACIÓ RESULTATS, TANCAMENT I RETORN",Una vegada tancada la fase de votació es presentaran els resultats obtinguts i es publicarà la memòria de tot el procés participatiu.
https://decidim-vacarisses.diba.cat,pressupostos-participatius-19,1,01-01-2019 - 31-01-2019,Introducció,
https://decidim-vacarisses.diba.cat,pressupostos-participatius-19,2,30-09-2019 - 31-10-2019,EXPOSICIÓ DE PROPOSTES,
https://decidim-vacarisses.diba.cat,pressupostos-participatius-19,3,01-10-2019 - 31-10-2019,VOTACIÓ,
https://decidim-vacarisses.diba.cat,pressupostos-participatius-19,4,08-11-2019 - 31-12-2019,"PUBLICACIÓ RESULTATS, TANCAMENT I RETORN",
https://osallistu.vantaa.fi,meidanhakunila,1,10.7.2020 - 17.8.2020,,Meidän Hakunila -hankkeessa alueen asukkaat pääsevät vaikuttamaan lähiympäristönsä kehittämiseen osallistuvan budjetoinnin keinoin. Osallistuva budjetointi on asukkaiden väylä päättää kaupungin rahojen käytöstä. Hakunilaan on varattu 50 000 euroa kaupungin budjetista käytettäväksi asukkaiden ehdotusten ja äänestyksen mukaan.Ideointi alkaa 18.8.2020. Tutustu alla eri vaiheisiin ja osallistu!
https://osallistu.vantaa.fi,meidanhakunila,2,18.8.2020 - 14.9.2020,,"Miten sinä käyttäisit 50 000 euroa Hakunilan kaupunginosan lähiympäristön kehittämiseen? Kerro meille ideasi! Idean voi jättää yksin tai yhdessä ja niitä voi keksiä yhden tai useamman. Myös yhdistykset ja muut toimijat saavat osallistua ideointiin.Ideoiden tulee liittyä lähiympäristön kehittämiseen ja kohdistua kaupungin ulkotiloihin. Ideoinnin teemat ovat viihtyisyys, yhteisöllisyys, esteettömyys, hyvinvointi ja turvallisuus.Ideat etenevät jatkokehittämisen kautta äänestykseen."
https://osallistu.vantaa.fi,meidanhakunila,3,15.9.2020 - 19.10.2020,,Kaupungin asiantuntijat tutustuvat ideoihin ja niistä kehitetään äänestykseen eteneviä suunnitelmia yhdessä asukkaiden kanssa.Jokaiselle suunnitelmalle lasketaan kustannusarvio eli paljonko idean toteuttaminen voisi maksaa. Osallistu jatkokehittämiseen kommentoimalla ideoita verkossa ja tule mukaan työpajoihin!
https://osallistu.vantaa.fi,meidanhakunila,4,20.10.2020 - 16.11.2020,,Äänestys tapahtuu tällä verkkoalustalla. Käytössäsi on 50 000 euroa.Kaikki 12 vuotta täyttäneet ja sitä vanhemmat Hakunilan kaupunginosan asukkaat saavat äänestää osallistuvassa budjetoinnissa. Äänestys vaatii kirjautumisen omilla tiedoilla.Äänestyksen tulokset julkaistaan äänestyksen jälkeen ja eniten ääniä saaneet budjettiin mahtuvat ideat toteutetaan.
https://osallistu.vantaa.fi,meidanhakunila,5,17.11.2020 - 30.9.2021,,Äänestyksen voittaneet ehdotukset toteutetaan kesäkaudella 2021. Asukkaat pääsevät mahdollisuuksien mukaan osallistumaan suunnitelmien toteuttamiseen.
https://decidim-vic.diba.cat,merma2020,1,31-01-2020 - 30-06-2020,Espai informatiu,
https://decidim-vic.diba.cat,merma2020,2,17-02-2020 - 25-03-2020,FASE DE PROPOSTES,"FEM MERMA, FEM BARRI, FEM PROPOSTESDECIDIM CONJUNTAMENT EL DESTÍ DE 200.000€FES UNA PROPOSTA PER MILLORAR LA ZONA VERDA O DONA SUPORT A UNA DE LES PROPOSTES QUE HAN FET LES VEÏNES I VEÏNS DE LA ZONA"
https://decidim-vic.diba.cat,merma2020,3,25-03-2020 - 10-04-2020,PROCÉS DE VALIDACIÓ,"En aquesta fase del procés, l'equip del departament de participació ciutadana presentarà una selecció d'aquelles propostes que siguin viables, que compleixin els requisits establerts en aquesta edició dels pressupostos participatius i que reuneixin les característiques apropiades per millorar la zona verda del Merma, d'entre totes les propostes ciutadanes. Es tracta d'un procés de sel·lecció, unió, millora i debat de totes les propostes entrades a la plataforma per tal de definir un total de 20 propostes que formaran part de la tercera fase de suport."
https://decidim-vic.diba.cat,merma2020,4,14-09-2020 - 04-10-2020,FASE DE VOTACIONS,La fase de suport és el moment en què les veïnes i veïns de la zona verda decideixen quina o quines de les propostes són les més encertades per millorar els seus barris i la ciutat. Cada usuari/a registrat/da a la plataforma DECIDIM i amb padró en un dels barris del Merma podrà donar suport a fins a 3 propostes. D'aquesta fase sortirà la proposta o les propostes guanyadores dels pressupostos participatius 2020.
https://decidim-vic.diba.cat,merma2020,5,08-10-2020 - 31-10-2020,FASE DE RETORN,"Una vegada finalitzada la fase de suport, de la qual s'obtindran els resultats definitius de quin o quins són els projectes guanyadors d'aquesta nova edició dels pressupostos participatius, l'encàrrec de la ciutadania passarà a ser una responsabilitat directa de l'equip de govern de l'ajuntament, responsable d'impulsar i d'executar el o els projectes."
https://decidim-viladecans.diba.cat,pressupostosparticipatius2019,1,29-10-2018 - 15-12-2018,Definició i difusió del procés,"Durant el mesos d'octubre i novembre de 2018 es presenta el projecte a les reunions dels Consells de Districte i s'informa a la ciutadania mitjançant la revista municipal, el web i les xarxes socials."
